Interval in ms:
300
QuoteAddress|Type|param name|min|max|param name|min|max|param name|min|max|param name|min|max|param name|min|max|param name|min|max|param name|min|max
SWAPTION.USD.Rec.5Y/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.5Y/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.5Y/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.5Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.7Y/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.7Y/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.7Y/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.7Y/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.7Y/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.7Y/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.7Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.10Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.10Y/1Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.10Y/2Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.10Y/3Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.10Y/4Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.10Y/5Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.10Y/7Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
SWAPTION.USD.Rec.10Y/10Y.LIBOR.3M.3750.R0.0|Yield|BID|.15|.16|ASK|.15|.16|OPEN|.15|.16|CLOSE|.15|.16|HIGH|.15|.16|LOW|.15|.16|LAST|.15|.16
Future.USD.CME.EUROLIBOR.DEC.06|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1|HIGH|94.1|93.1|LOW|94.1|93.1|LAST|94.1|93.1
Future.USD.CME.EUROLIBOR.DEC.07|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1|HIGH|94.1|93.1|LOW|94.1|93.1|LAST|94.1|93.1
Future.USD.CME.EUROLIBOR.JUN.07|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1|HIGH|94.1|93.1|LOW|94.1|93.1|LAST|94.1|93.1
Future.USD.CME.EUROLIBOR.MAR.06|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1|HIGH|94.1|93.1|LOW|94.1|93.1|LAST|94.1|93.1
Future.USD.CME.EUROLIBOR.MAR.07|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1|HIGH|94.1|93.1|LOW|94.1|93.1|LAST|94.1|93.1
Future.USD.CME.EUROLIBOR.SEP.06|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1|HIGH|94.1|93.1|LOW|94.1|93.1|LAST|94.1|93.1
Future.USD.CME.EUROLIBOR.SEP.07|Price|BID|94|93|ASK|94|93|OPEN|94.2|93.2|CLOSE|94.1|93.1|HIGH|94.1|93.1|LOW|94.1|93.1|LAST|94.1|93.1
CDS.USD.CREDILIONPAR.SENIOR_UNSECURED/1Y|Yield|BID|4|5|ASK|3|4|OPEN|3.4|4.9|CLOSE|4.1|5.1|HIGH|4.1|5.1|LOW|4.1|5.1|LAST|4.1|5.1
CDS.USD.CREDILIONPAR.SENIOR_UNSECURED/27M|Yield|BID|4|5|ASK|3|4|OPEN|3.4|4.9|CLOSE|4.1|5.1|HIGH|4.1|5.1|LOW|4.1|5.1|LAST|4.1|5.1
CDS.USD.CREDILIONPAR.SENIOR_UNSECURED/2Y|Yield|BID|4|5|ASK|3|4|OPEN|3.4|4.9|CLOSE|4.1|5.1|HIGH|4.1|5.1|LOW|4.1|5.1|LAST|4.1|5.1
CDS.USD.CREDILIONPAR.SENIOR_UNSECURED/3Y|Yield|BID|4|5|ASK|3|4|OPEN|3.4|4.9|CLOSE|4.1|5.1|HIGH|4.1|5.1|LOW|4.1|5.1|LAST|4.1|5.1
CDS.USD.CREDILIONPAR.SENIOR_UNSECURED/4Y|Yield|BID|4|5|ASK|3|4|OPEN|3.4|4.9|CLOSE|4.1|5.1|HIGH|4.1|5.1|LOW|4.1|5.1|LAST|4.1|5.1
CDS.USD.CREDILIONPAR.SENIOR_UNSECURED/5Y|Yield|BID|4|5|ASK|3|4|OPEN|3.4|4.9|CLOSE|4.1|5.1|HIGH|4.1|5.1|LOW|4.1|5.1|LAST|4.1|5.1
FRA.USD.LIBOR.1Mx7M|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
FRA.USD.LIBOR.2Mx8M|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
FRA.USD.LIBOR.3Mx9M|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
FRA.USD.LIBOR.4Mx10M|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
FRA.USD.LIBOR.5Mx11M|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
FRA.USD.LIBOR.6Mx1Y|Yield|BID|.05|.06|ASK|.05|.06|OPEN|.05|.06|CLOSE|.05|.06|HIGH|.05|.06|LOW|.05|.06|LAST|.05|.06
Spread.2Y/12-02-2004|Price|BID|0.003|0.004|ASK|0.003|0.004|OPEN|0.00304|0.00409|CLOSE|0.00301|0.0041|HIGH|0.00301|0.0041|LOW|0.00301|0.0041|LAST|0.00301|0.0041
Spread.3Y/12-02-2004/12-04-2007|Price|BID|0.003|0.004|ASK|0.003|0.004|OPEN|0.00304|0.00409|CLOSE|0.00301|0.0041|HIGH|0.00301|0.0041|LOW|0.00301|0.0041|LAST|0.00301|0.0041
Spread.4Y/12-02-2004/12-04-2007|Price|BID|0.003|0.004|ASK|0.003|0.004|OPEN|0.00304|0.00409|CLOSE|0.00301|0.0041|HIGH|0.00301|0.0041|LOW|0.00301|0.0041|LAST|0.00301|0.0041
Spread.5Y/12-04-2007|Price|BID|0.004|0.005|ASK|0.004|0.005|OPEN|0.00404|0.00509|CLOSE|0.00401|0.0051|HIGH|0.00401|0.0051|LOW|0.00401|0.0051|LAST|0.00401|0.0051
Spread.10Y/11-15-2008|Price|BID|0.005|0.006|ASK|0.005|0.006|OPEN|0.0054|0.00609|CLOSE|0.00501|0.00601|HIGH|0.00501|0.00601|LOW|0.00501|0.00601|LAST|0.00501|0.00601
Bond.UST/1Y.12-02-2003.4.75000|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Bond.UST/2Y.12-02-2004.4.75000|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Bond.UST/2Y.12-02-2004.4.75000.ISINUS91282274V18|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Bond.UST/5Y.12-04-2007.4.75000|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Bond.UST/5Y.12-04-2007.4.75000.ISINUS91282274V18|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Bond.UST.11-15-2008.4.75000.ISINUS91282274V18|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Bond.UST.11-15-2028.5.25000.ISINUS91282274V18|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
BasisFactor.LIBOR.SIFMA.5Y|Price|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Bond. US TREASURY.06-15-2014.0.75000|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Bond.BKO 0 3/4 09/14/12.09-14-2012.0.75000|DirtyPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Bond.DBR 3 07/04/20.07-04-2020.3.00000|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Bond.DBR 3 3/4 01/04/19.01-04-2019.3.75000|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Bond.JGB .06-20-2031.1.90000|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Bond.TII 2 1/8 02/15/41.02-15-2041.2.12500|CleanPrice|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
CDS.USD.SAMPLE ISSUER.SENIOR_UNSECURED/06-20-2013/NR|Price|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
DISCOUNT.T-Bill 5/31/12.05-31-2012|Price|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
FX.AED.GBP|Price|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
FX.AED.JPY|Price|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
FX.GBP.USD.2Y|Price|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Future.JPY.SGX.SGX EUROYEN LIBOR.18.DEC.13|Price|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
USD/NYMEX Heating Oil/NY Harbor|Price|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
CDS.EUR.SAMPLE ISSUER.SENIOR_UNSECURED/03-20-2013/NR|Price|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
CDS.USD.SAMPLE ISSUER.SENIOR_UNSECURED/5Y/NR|Price|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Cap.CHF.15Y.0.015.LIBOR.6M.LIBOR02|Price|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
Cap.CHF.15Y.0.03.LIBOR.6M.LIBOR02|Price|BID|1|1.01|ASK|1.01|1.02|OPEN|1.0115|1.0212|CLOSE|1.01|1.01225|HIGH|1.01|1.01225|LOW|1.01|1.01225|LAST|1.01|1.01225
#Equity.GM.NYSE|Price|BID|20|21|ASK|22|23|OPEN|20|21|CLOSE|21|22|HIGH|21|22|LOW|21|22|LAST|21|22
Equity.IBM|Price|BID|18|19|ASK|19|20|OPEN|20|21|CLOSE|21|22|HIGH|21|22|LOW|21|22|LAST|21|22
#Equity.GM.NASD|Price|BID|15|16|ASK|17|18|OPEN|20|21|CLOSE|21|22|HIGH|21|22|LOW|21|22|LAST|21|22
Future.BRL.BMF.DOL.APR.14|Price|BID|2000|2000.5|ASK|2200|2200.5|OPEN|2000|2000|CLOSE|2000|2000|HIGH|2000|2000|LOW|2000|2000|LAST|2000|2000
Future.BRL.BMF.DOL.MAR.14|Price|BID|2000|2000.5|ASK|2200|2200.5|OPEN|2000|2000|CLOSE|2200|2200|HIGH|2000|2000|LOW|2000|2000|LAST|2000|2000
Future.BRL.BMF.DOL.MAY.14|Price|BID|2000|2000.5|ASK|2200|2200.5|OPEN|2000|2000|CLOSE|2400|2400|HIGH|2400|2400|LOW|2400|2400|LAST|2400|2400
Future.BRL.BMF.DOL.JUN.14|Price|BID|2000|2000.5|ASK|2200|2200.5|OPEN|2000|2000|CLOSE|2400|2400|HIGH|2400|2400|LOW|2400|2400|LAST|2400|2400
Future.BRL.BMF.DOL.JUL.14|Price|BID|2000|2000.5|ASK|2200|2200.5|OPEN|2000|2000|CLOSE|2400|2400|HIGH|2400|2400|LOW|2400|2400|LAST|2400|2400
Future.BRL.BMF.DOL.JUN.14.Rollover|Price|BID|17.2|17.4|ASK|17.5|17.6|OPEN|17.1|17.1|CLOSE|17.4|17.4|HIGH|17.4|17.4|LOW|17.4|17.4|LAST|17.4|17.4
Future.BRL.BMF.DOL.JUL.14.Rollover|Price|BID|17.2|17.4|ASK|17.5|17.6|OPEN|17.1|17.1|CLOSE|17.4|17.4|HIGH|17.4|17.4|LOW|17.4|17.4|LAST|17.4|17.4
Future.BRL.BMF.DOL.MAY.14.Rollover|Price|BID|17.2|17.4|ASK|17.5|17.6|OPEN|17.1|17.1|CLOSE|17.4|17.4|HIGH|17.4|17.4|LOW|17.4|17.4|LAST|17.4|17.4
Future.BRL.BMF.DOL.APR.14.Rollover|Price|BID|17.2|17.4|ASK|17.5|17.6|OPEN|17.1|17.1|CLOSE|17.4|17.4|HIGH|17.4|17.4|LOW|17.4|17.4|LAST|17.4|17.4
Casado|Price|BID|2.1|2.3|ASK|2.3|2.4|OPEN|2.5|2.5|CLOSE|3|3|HIGH|3|3|LOW|3|3|LAST|3|3
